Series,Series Code,Country Name,Country Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Czech Republic,CZE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,66.67528,66.94812,66.5564,67.0292,66.67141,65.11464,65.14722,65.11464,66.96828,66.32917,66.59969,66.7908,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Denmark,DNK,..,32.55019,..,..,34.50082,35.79303,..,..,..,..,..,..,..,48.96112,46.57895,..,..,41.5,41.52713,38.65796,37.90509,38.74134,37.94286,39.61927,45.72722,38.07107,38.09258,..,37.45131,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Djibouti,DJI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Dominica,DMA,..,..,..,..,..,..,..,..,..,..,..,5.47585,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Dominican Republic,DOM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.06,..,..,21.00531,22.50427,23.3322,24.3899,23.28647,23.70368,25.02219,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Ecuador,ECU,22.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.08505,22.3064,23.03282,23.58344,24.5089,25.1267,25.53727,25.97021,27.73087,28.00811,28.08721,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,"Egypt, Arab Rep.",EGY,..,..,..,..,..,..,38.36572,..,..,..,..,..,..,..,..,..,20.33574,..,..,..,..,..,..,..,..,..,..,54.78687,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,El Salvador,SLV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.56204,14.98437,13.64266,13.59792,19.54784,14.53236,14.57363,15.72658,..,..,20.56866,20.50552,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Equatorial Guinea,GNQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Eritrea,ERI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Estonia,EST,..,..,..,..,..,..,..,..,..,..,37.1521,..,..,..,..,..,49.16703,49.0566,47.22161,45.50532,47.51386,46.29597,46.37587,46.19546,44.87727,43.38577,44.35122,43.20053,41.64059,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Eswatini,SWZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Ethiopia,ETH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.12015,..,..,..,1.87953,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Fiji,FJI,..,..,..,..,..,..,16.83436,..,..,..,..,..,..,..,..,..,..,23.60162,..,..,..,..,..,..,..,..,..,37.78003,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Finland,FIN,..,..,..,..,..,..,..,..,..,..,..,..,..,33.44731,..,34.20902,34.58415,34.91573,34.96284,35.3066,35.56481,35.78799,36.01855,35.55984,35.79798,35.9884,..,36.26985,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,France,FRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32.2463,32.21113,..,33.31208,33.77396,33.59187,33.89405,34.19412,34.46885,35.51636,36.08301,35.36133,36.55734,36.34471,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32.87298,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Gabon,GAB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,"Gambia, The",GMB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Georgia,GEO,..,..,..,..,..,..,..,..,..,..,..,..,33.79715,..,..,..,..,..,..,..,..,..,38.6693,..,38.34838,..,38.36375,30.29926,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Germany,DEU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,51.43324,54.00577,48.63719,49.48467,49.55581,49.15087,49.45031,48.92456,48.64643,48.44875,47.84724,46.88819,45.68784,..,46.39212,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Ghana,GHA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.60705,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Greece,GRC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.24407,29.74685,25.53502,25.51486,..,25.44358,..,..,..,26.37845,26.81932,26.02815,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.35003,..,24.9375,25.38401,..,..,28.68637,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Grenada,GRD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Guatemala,GTM,..,..,..,..,..,..,..,..,..,..,..,..,9.03618,..,..,..,6.93322,..,..,..,..,..,13.37715,14.71179,18.80548,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Guinea,GIN,..,..,..,..,..,..,3.32254,..,..,..,..,..,..,..,..,..,..,..,..,..,3.34215,..,..,..,0.6608,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Guinea-Bissau,GNB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Guyana,GUY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Haiti,HTI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Honduras,HND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.90078,..,..,..,11.91659,12.6606,..,14.66769,15.05345,15.09243,..,14.20371,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,"Hong Kong SAR, China",HKG,..,25.02045,..,..,..,..,29.21709,..,..,..,..,..,..,..,..,..,32.54912,..,33.17155,33.92032,34.84184,35.51101,..,..,35.46798,35.684,..,35.43757,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Hungary,HUN,26.04908,..,..,..,..,..,..,..,..,..,..,36.43332,..,..,..,41.91199,..,..,..,50.60457,51.43167,49.99653,49.6254,44.57413,41.09261,42.00355,43.05364,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Iceland,ISL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.9884017693922,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,India,IND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.22941,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Indonesia,IDN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.85242,15.42932,16.33825,16.93012,..,17.63088,..,..,18.89337,19.62664,20.62201,..,21.07627,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,"Iran, Islamic Rep.",IRN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.7694,..,23.59241,..,24.69168,..,25.20661,25.46745,26.01515,..,26.00248,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Iraq,IRQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.43327,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Ireland,IRL,..,28.89076,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.54239,..,..,22.16247,29.02416,..,..,..,..,..,27.6402,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Israel,ISR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.154,..,31.67816,32.9518,..,32.14155,31.7677,32.39906,32.10819,32.01087,31.05902,31.29998,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Italy,ITA,..,..,..,..,..,..,..,..,..,..,..,24.72888,..,..,..,27.84054,28.13233,29.451,29.76143,30.25519,30.82937,31.74298,32.10139,..,32.42091,32.37527,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Jamaica,JAM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Japan,JPN,45.90136,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41.36312,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Jordan,JOR,..,..,..,..,..,..,..,..,..,..,..,..,..,0.86621,..,..,..,..,14.28003,..,14.36141,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Kazakhstan,KAZ,..,..,..,..,..,..,..,..,..,28.5678,..,..,..,..,..,..,..,35.64271,..,27.77517,..,..,..,..,..,..,..,..,17.85448,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Kenya,KEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.45436,11.17773,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Kiribati,KIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,"Korea, Dem. People’s Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,"Korea, Rep.",KOR,30,..,..,..,..,32.92402,..,..,..,..,37.50701,..,..,..,..,36.75531,..,..,..,35.52305,36.0924,..,..,..,..,34.72317,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Kuwait,KWT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.00114,13.17582,13.2752,14.04348,..,..,..,13.8891,16.47389,..,15.02808,..,13.11388,12.93441,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Kyrgyz Republic,KGZ,..,..,..,..,..,..,..,..,..,43.86027,..,..,..,..,..,..,..,..,..,56.59332,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Latvia,LVA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,45.63377,47.03926,42.12137,50.48631,49.37733,49.98073,49.068,46.52421,45.73979,44.25393,45.06146,44.92987,43.4057,..,41.20489,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Lebanon,LBN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.19047,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Lesotho,LSO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.72959,..,8.56552,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Liberia,LBR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Libya,LBY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,52.29977,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Lithuania,LTU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.34979,24.46833,23.73152,24.74323,24.82019,25.37028,25.44727,25.30171,25.94082,26.07815,26.24706,27.01144,27.6225,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Luxembourg,LUX,..,..,..,..,..,..,..,..,..,..,..,7.42368,..,25.99901,..,..,..,31.90247,..,41.35484,42.21073,39.51613,39.76119,39.56368,35.79744,34.53815,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,"Macao SAR, China",MAC,..,17.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19.94814,..,..,..,..,24.49086,..,..,..,..,24.88414,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Madagascar,MDG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Malawi,MWI,..,..,..,..,..,..,..,..,2.13259,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Malaysia,MYS,..,..,..,..,..,..,21.40293,..,..,..,22.73735,..,..,..,..,21.53389,..,..,..,32.95416,34.02672,..,..,..,..,..,36.89212,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Maldives,MDV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.7013,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Mali,MLI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.76244,..,..,..,..,3.81775,..,..,..,0.71058,0.28784,..,0.41949,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Malta,MLT,..,..,..,..,..,..,..,..,..,..,10.89906,..,..,..,..,7.77504,..,5.5067,..,..,6.27896,7.47956,9.71768,12.12377,13.71337,14.02982,15.06154,..,15.64143,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,53.42847,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Mauritania,MRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Mauritius,MUS,19.2,..,..,..,..,..,..,..,..,..,10.89906,..,..,..,..,..,..,..,..,..,..,28.97215,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Mexico,MEX,11.17168,..,..,..,..,..,..,..,..,..,7.86717,..,..,..,8.66931,13.41681,15.83587,16.25069,16.3353,16.00776,14.5006,..,17.84819,17.11829,17.66544,16.69822,18.27472,18.57542,19.44038,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Moldova,MDA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.1817,36.87432,37.27417,36.26775,35.38027,31.28439,35.08941,35.73972,35.87459,..,..,35.93374,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Mongolia,MNG,..,..,..,..,..,..,..,..,..,..,23.44724,..,..,..,..,..,..,..,..,..,31.02818,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Montenegro,MNE,..,..,..,..,..,..,..,..,..,..,..,..,..,43.00655,..,..,..,..,..,..,..,47.28815,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Morocco,MAR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Mozambique,MOZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.38082,..,..,..,6.3134,..,4.7861,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Myanmar,MMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Namibia,NAM,..,..,..,..,..,..,..,..,..,..,..,10.92094,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Nepal,NPL,..,..,..,..,..,..,..,..,..,..,..,5.74292,..,..,..,..,..,..,..,..,..,4.8518,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Netherlands,NLD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35.56669,33.40937,..,34.07072,33.54156,33.02831,33.08786,33.66826,33.76141,36.94705,36.46215,35.83873,35.60831,..,35.12069,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,New Zealand,NZL,..,8,..,..,..,..,..,..,..,..,..,32.7404,..,..,..,..,27.52748,..,..,..,..,22.09326,22.263,..,25.72562,27.43898,25.7413,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Nicaragua,NIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Niger,NER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.02753,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Nigeria,NGA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.9167,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,North Macedonia,MKD,..,..,..,..,..,..,..,..,..,..,..,..,29.43376,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Norway,NOR,45.1,..,..,..,..,..,..,..,..,..,..,..,..,..,37.76073,37.05644,38.69925,38.3077,38.7583,37.82049,37.03488,37.56644,..,..,35.71454,35.64991,35.09349,34.34534,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Oman,OMN,..,..,..,..,..,..,..,..,..,..,..,..,..,13.18567,..,..,..,..,21.90374,..,22.79472,..,..,..,..,36.00995,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Pakistan,PAK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.64935,11.06701,..,9.90253,10.11169,10.16914,9.66027,13.77269,14.11251,14.88348,..,14.92895,15.24403,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,49.83032,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Panama,PAN,17.09197,..,..,..,..,..,..,..,..,..,23.46031,..,..,..,..,..,..,..,..,..,19.93182,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Papua New Guinea,PNG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Paraguay,PRY,..,..,9.33457,..,..,..,..,..,..,..,..,..,..,15.1063,..,13.85813,14.38239,16.0481,16.71134,15.89371,..,..,19.96437,20.89888,21.75368,21.62515,20.81765,..,22.09657,..,..
