Series,Series Code,Country Name,Country Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Czech Republic,CZE,..,51.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.50195,20.1413,19.76062,18.07181,17.19161,15.10691,16.20327,15.10691,14.56418,14.2452,13.47536,12.37122,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Denmark,DNK,..,44.36069,..,..,46.4399,44.29816,..,..,..,..,..,..,..,15.63464,17.36842,..,..,24.4,21.90221,26.3658,25.52083,24.30716,23.02857,23.20048,14.7708,13.59278,13.05075,..,12.96605,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Djibouti,DJI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Dominica,DMA,..,..,..,..,..,..,..,..,..,..,..,19.42608,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Dominican Republic,DOM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.04807,..,..,20.08874,20.50135,19.74415,20.15271,20.24985,20.43236,16.92563,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Ecuador,ECU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.80488,9.71449,8.93547,9.86671,9.52105,9.27843,9.39891,10.38575,10.22091,9.84579,9.33075,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,"Egypt, Arab Rep.",EGY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.30167,..,..,..,..,..,..,..,..,..,..,6.04806,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,El Salvador,SLV,..,..,9.69498,..,..,..,..,..,..,..,..,..,..,..,..,..,10.32594,11.32877,10.19845,10.85708,13.36692,11.95596,11.64463,12.51972,..,..,11.31222,11.73645,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Equatorial Guinea,GNQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Eritrea,ERI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Estonia,EST,..,..,..,..,..,..,..,..,..,..,15.51019,..,..,..,..,..,14.11662,13.77797,13.70525,12.81158,11.56852,11.48684,11.10966,9.4823,10.11958,10.49038,10.10894,9.94807,9.29579,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Eswatini,SWZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Ethiopia,ETH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.11306,..,..,..,2.131,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Fiji,FJI,..,..,..,..,..,..,19.74867,..,..,..,..,..,..,..,..,..,..,20.17339,..,..,..,..,..,..,..,..,..,37.1147,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Finland,FIN,35.25286,..,..,..,..,..,..,..,..,..,..,..,..,36.29092,..,34.24633,33.17725,32.20548,31.24074,30.3031,29.39043,28.52725,27.66099,26.73272,25.8902,25.28244,..,23.61334,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,France,FRA,34.18065,..,..,..,..,..,..,..,..,..,..,..,..,..,18.72376,18.47285,..,18.18637,18.00007,17.62009,17.75909,17.49411,17.14187,15.38119,14.4053,13.98697,14.21441,14.45046,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.76302,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Gabon,GAB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,"Gambia, The",GMB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Georgia,GEO,..,..,..,..,..,..,..,..,..,..,..,..,7.4803,..,..,..,..,..,..,..,..,..,4.89325,..,5.09184,..,4.41708,5.30985,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Germany,DEU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.83966,25.96174,25.67822,24.33516,22.64738,21.93105,20.92972,20.38259,19.88818,19.272,18.56716,18.09764,17.56667,..,15.96705,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Ghana,GHA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.52162,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Greece,GRC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.75017,7.66623,7.8657,7.90441,..,8.08647,..,..,..,8.57405,8.5283,9.09783,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,59.94566,..,58.84397,57.87748,..,..,53.65285,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Grenada,GRD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Guam,GUM,46.14117,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Guatemala,GTM,..,..,..,..,..,..,..,..,..,..,..,..,3.29457,..,..,..,3.30768,..,..,..,..,..,5.63017,4.59004,9.99511,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Guinea,GIN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.30631,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Guinea-Bissau,GNB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Guyana,GUY,..,..,..,..,..,..,..,..,..,..,..,..,30.81544,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Haiti,HTI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Honduras,HND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.81711,..,..,..,8.59447,8.22187,..,9.07133,8.96026,8.55863,..,7.98171,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,"Hong Kong SAR, China",HKG,..,14.55285,..,..,..,..,15.40304,..,..,..,..,..,..,..,..,..,15.11915,..,15.25016,15.54922,15.39164,14.88021,..,..,15.04105,15.14936,..,14.98833,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Hungary,HUN,63.71242,..,..,..,..,..,..,..,..,..,..,34.77393,..,..,..,30.63121,..,..,..,26.46743,25.64367,24.8541,23.76371,22.92976,25.72811,24.66082,24.31906,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Iceland,ISL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38.5284860957306,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,India,IND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.29019,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Indonesia,IDN,12.40982,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.74826,13.25425,13.81679,13.58539,..,14.69302,..,..,15.55439,15.94065,10.44942,..,15.85155,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,"Iran, Islamic Rep.",IRN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.51597,..,18.85607,..,17.76017,..,18.2037,18.84255,18.63146,..,18.46107,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Iraq,IRQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.42479,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Ireland,IRL,..,19.63233,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.79741,..,..,12.93225,15.03741,..,..,..,..,..,13.05256,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Israel,ISR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,54.13981,..,..,5.90266,..,5.73031,5.72933,5.63871,4.94002,6.63209,6.31513,6.58116,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Italy,ITA,..,..,..,..,..,..,..,..,..,..,..,25.45723,..,..,..,24.78472,25.11509,24.20409,24.24311,24.76618,25.01156,25.21725,24.9511,..,25.85507,26.12029,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Jamaica,JAM,..,31.91439,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,44.65454,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.88424,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Jordan,JOR,..,..,..,..,..,..,..,..,..,..,..,..,..,39.1808,..,..,..,..,29.16016,..,29.37021,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Kazakhstan,KAZ,..,..,..,..,..,..,..,..,..,10.63072,..,..,..,..,..,..,..,2.81541,..,9.95069,..,..,..,..,..,..,..,..,2.39271,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Kenya,KEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.74214,7.45267,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Kiribati,KIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,"Korea, Dem. People’s Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,"Korea, Rep.",KOR,20.3,..,..,..,..,16.62906,..,..,..,..,14.27775,..,..,..,..,12.1172,..,..,..,12.28829,10.82619,..,..,..,..,9.96066,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Kuwait,KWT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.31814,17.59909,18.78396,21.54324,..,..,..,21.35351,21.66389,..,20.75402,..,20.06759,19.53861,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Kyrgyz Republic,KGZ,..,..,..,..,..,..,..,..,..,11.78877,..,..,..,..,..,..,..,..,..,7.43215,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Latvia,LVA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.66877,16.45991,16.8154,14.97313,13.75016,12.48555,11.13254,11.72471,10.64008,9.96174,9.35647,8.88369,8.89086,..,7.59475,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Lebanon,LBN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.59055,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Lesotho,LSO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.68163,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Liberia,LBR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Libya,LBY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,30.2726,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Lithuania,LTU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.93739,10.70344,10.80437,11.0333,10.92565,10.50604,10.22832,9.91582,10.12165,9.58217,8.9253,8.97889,8.24522,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Luxembourg,LUX,..,37.25067,..,..,..,..,..,..,..,..,..,25.1223,..,16.56841,..,..,..,20.96602,..,29.22581,28.82999,28.90819,27.40299,24.5283,24.27241,31.82731,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,"Macao SAR, China",MAC,..,22.3,..,..,..,..,..,..,..,..,..,23.21024,..,..,..,..,23.98778,..,..,..,..,22.85485,..,..,..,..,20.48554,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Madagascar,MDG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Malawi,MWI,..,..,..,..,..,..,..,..,1.98672,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Malaysia,MYS,..,..,..,..,..,..,17.21248,..,..,..,17.62967,..,..,..,..,16.52635,..,..,..,15.71396,15.35118,..,..,..,..,..,13.59134,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Maldives,MDV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.43657,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Mali,MLI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.99579,..,..,..,..,2.18726,..,..,..,1.93016,1.49477,..,2.08188,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Malta,MLT,..,..,..,..,..,..,..,..,..,..,16.31215,..,..,..,..,41.97885,..,39.29195,..,..,41.31179,41.24381,40.2693,38.97638,38.59246,37.7708,37.25958,..,35.38532,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.06211,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Mauritania,MRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Mauritius,MUS,5.9,..,..,..,..,..,..,..,..,..,16.31215,..,..,..,..,..,..,..,..,..,..,9.90892,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Mexico,MEX,12.08538,..,..,..,..,..,..,..,..,..,21.97903,..,..,..,26.13875,20.67968,20.69551,20.84179,21.62609,22.15767,23.03765,..,23.47744,24.1798,25.02596,25.81216,26.15472,27.1728,27.46137,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Moldova,MDA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19.81456,19.3593,19.19727,20.44518,20.66164,21.51391,22.53684,22.20393,21.99311,..,..,22.58698,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Mongolia,MNG,..,..,..,..,..,..,..,..,..,..,21.98309,..,..,..,..,..,..,..,..,..,14.15134,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Montenegro,MNE,..,..,..,..,..,..,..,..,..,..,..,..,..,21.39508,..,..,..,..,..,..,..,19.1026,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Morocco,MAR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Mozambique,MOZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.9134,..,..,..,6.1691,..,4.42616,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Myanmar,MMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Namibia,NAM,..,43.7,..,..,..,..,..,..,..,..,..,10.65115,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Nepal,NPL,..,..,..,..,..,..,..,..,..,..,..,3.60173,..,..,..,..,..,..,..,..,..,6.99094,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Netherlands,NLD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28.06318,27.56624,..,25.83174,26.01076,25.7424,25.29543,25.11921,24.99155,21.93365,21.7906,21.75212,21.3485,..,21.07565,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,New Zealand,NZL,..,19.6,..,..,..,..,..,..,..,..,..,24.40067,..,..,..,..,22.8999,..,..,..,..,31.43306,31.40333,..,32.49587,32.22909,30.79051,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Nicaragua,NIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Niger,NER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.12472,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Nigeria,NGA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.28063,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,North Macedonia,MKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Norway,NOR,36.4,..,..,..,..,..,..,..,..,..,..,..,..,..,30.89496,30.33009,27.58009,26.8903,25.00947,25.20322,24.26772,24.2285,..,..,22.10347,21.59591,21.05398,20.36571,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Oman,OMN,..,..,..,..,..,..,..,..,..,..,..,..,..,5.79495,..,..,..,..,7.95793,..,8.34754,..,..,..,..,10.23408,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Pakistan,PAK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.30868,5.32738,..,4.97503,5.15943,5.77032,5.07466,5.67964,5.88427,5.99794,..,6.01626,6.15732,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.1629,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Panama,PAN,12.04643,..,..,..,..,..,..,..,..,..,13.2976,..,..,..,..,..,..,..,..,..,16.97097,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Papua New Guinea,PNG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Paraguay,PRY,..,..,8.35661,..,..,..,..,..,..,..,..,..,..,9.81344,..,10.39073,9.94176,9.4666,8.40329,4.58922,..,..,9.52092,9.93408,9.55435,9.11466,10.35179,..,9.9397,..,..
